ArraySize,MegaUpdatesPerSecond,ActualRuntime,MinimalRuntime,EdgeSize
xy:300,10
536870912,583.568578,1838295,1000000,5792
xy:10,300
536870912,251.962391,1064416,1000000,5792
xy:300,20
536870912,571.099604,1878431,1000000,5792
xy:20,300
536870912,252.075828,1063937,1000000,5792
xy:200,10
536870912,584.789823,1834456,1000000,5792
xy:200,20
536870912,554.333534,1935245,1000000,5792
xy:100,10
536870912,586.098793,1830359,1000000,5792
xy:50,10
536870912,567.878134,1889087,1000000,5792
xy:150,10
536870912,583.427347,1838740,1000000,5792
xy:250,10
536870912,581.753028,1844032,1000000,5792
xy:500,10
536870912,582.054467,1843077,1000000,5792
